Province_State,Country_Region,Last_Update,Lat,Long,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,Total_Test_Results,People_Hospitalized,Case_Fatality_Ratio,UID,ISO3,Testing_Rate,Hospitalization_Rate,region
Oregon,US,7/24/2020,44.572,-122.0709,15713,273,3509,11931,41,372.5457514,358491,1465,1.737414879,84000041,USA,8499.605357,9.323490104,O
California,US,7/25/2020,36.1162,-119.6816,449489,8218,,,6,1137.344259,6915876,,1.828701128,84000006,USA,17503.13061,,C
Oregon,US,7/25/2020,44.572,-122.0709,16104,282,3541,12281,41,381.8161256,366567,1474,1.751117735,84000041,USA,8691.082445,9.153005464,O
California,US,7/26/2020,36.1162,-119.6816,457540,8343,,,6,1157.722763,7047355,,1.823837776,84000006,USA,17835.88587,,C
Oregon,US,7/26/2020,44.572,-122.0709,16104,282,3541,12281,41,381.8161256,374010,1474,1.751117735,84000041,USA,8867.551486,9.153005464,O
California,US,7/27/2020,36.1162,-119.6816,464190,8383,,,6,1174.550468,7168139,,1.806326776,84000006,USA,18141.57356,,C
Oregon,US,7/27/2020,44.572,-122.0709,16758,289,3541,12928,41,397.3220711,378475,1474,1.724549469,84000041,USA,8973.413942,8.795799021,O
California,US,7/28/2020,36.1162,-119.6816,470280,8408,,,6,1189.960889,7296578,,1.788251308,84000006,USA,18466.635,,C
Oregon,US,7/28/2020,44.572,-122.0709,17088,289,3684,13115,41,405.146172,382566,1514,1.691245318,84000041,USA,9070.409084,8.860018727,O
California,US,7/29/2020,36.1162,-119.6816,480293,8473,,,6,1215.302414,7417866,,1.764498858,84000006,USA,18773.59824,,C
Oregon,US,7/29/2020,44.572,-122.0709,17408,303,3736,13369,41,412.733179,387656,1537,1.740579044,84000041,USA,9191.089914,8.829273897,O
California,US,7/30/2020,36.1162,-119.6816,491070,8718,,,6,1242.577518,7517466,,1.775668574,84000006,USA,19025.67213,,C
Oregon,US,7/30/2020,44.572,-122.0709,17721,311,3736,13674,41,420.1542201,394155,1568,1.754979967,84000041,USA,9345.177283,8.848259128,O
California,US,7/31/2020,36.1162,-119.6816,499516,8900,,,6,1263.953182,7633840,,1.782081471,84000006,USA,19320.19871,,C
Oregon,US,7/31/2020,44.572,-122.0709,18131,316,3835,13980,41,429.8750728,398639,1587,1.742871325,84000041,USA,9451.490219,8.752964536,O
California,US,8/1/2020,36.1162,-119.6816,506921,9056,,,6,1282.701811,7811041,,1.786813568,84000006,USA,19768.67006,,C
Oregon,US,8/1/2020,44.572,-122.0709,18492,322,3872,14298,41,438.4341651,404193,1607,1.741293532,84000041,USA,9583.172208,8.69024443,O
California,US,8/2/2020,36.1162,-119.6816,515530,9212,,,6,1304.492536,7886587,,1.787231731,84000006,USA,19959.8666,,C
Oregon,US,8/2/2020,44.572,-122.0709,18817,325,3872,14620,41,446.139719,409616,1607,1.727161609,84000041,USA,9711.748267,8.540149864,O
California,US,8/3/2020,36.1162,-119.6816,521100,9289,,,6,1318.58944,8035975,,1.782903778,84000006,USA,20337.94707,,C
Oregon,US,8/3/2020,44.572,-122.0709,19097,326,3872,14899,41,452.7783501,413657,1607,1.70707441,84000041,USA,9807.557939,8.414934283,O
California,US,8/4/2020,36.1162,-119.6816,525701,9313,,,6,1330.241531,8184696,,1.771852788,84000006,USA,20714.33946,,C
Oregon,US,8/4/2020,44.572,-122.0709,19366,328,3960,15078,41,459.1561778,417131,1655,1.693689972,84000041,USA,9889.924384,8.545905195,O
California,US,8/5/2020,36.1162,-119.6816,531870,9471,,,6,1345.85189,8305713,,1.781013058,84000006,USA,21020.61684,,C
Oregon,US,8/5/2020,44.572,-122.0709,19699,333,3960,15406,41,467.051407,419914,1688,1.690441139,84000041,USA,9955.907635,8.568962892,O
California,US,8/6/2020,36.1162,-119.6816,537610,9605,,,6,1360.37904,8409400,,1.786923552,84000006,USA,21283.03437,,C
Oregon,US,8/6/2020,44.572,-122.0709,19978,338,4037,15603,41,473.6663286,426802,1726,1.691861047,84000041,USA,10119.21796,8.639503454,O
California,US,8/7/2020,36.1162,-119.6816,545948,9760,,,6,1381.483902,8500463,,1.788020628,84000006,USA,21513.50229,,C
Oregon,US,8/7/2020,44.572,-122.0709,20224,339,4065,15820,41,479.4988403,432262,1743,1.676226266,84000041,USA,10248.67127,8.618473101,O
California,US,8/8/2020,36.1162,-119.6816,553638,9931,,,6,1400.956357,8596882,,1.794059785,84000006,USA,21757.52551,,C
Oregon,US,8/8/2020,44.572,-122.0709,20635,348,4111,16176,41,489.2434023,437693,1758,1.686455052,84000041,USA,10377.437,8.519505694,O
California,US,8/9/2020,36.1162,-119.6816,561896,10117,,,6,1421.85875,8707527,,1.800793154,84000006,USA,22037.55278,,C
Oregon,US,8/9/2020,44.572,-122.0709,21010,355,4111,16544,41,498.1344261,438067,1758,1.689671585,84000041,USA,10386.30431,8.367444074,O
California,US,8/10/2020,36.1162,-119.6816,569254,10199,,,6,1440.480836,8826119,,1.791920108,84000006,USA,22337.69282,,C
Oregon,US,8/10/2020,44.572,-122.0709,21272,356,4111,16805,41,504.3462881,447037,1758,1.673561489,84000041,USA,10598.9776,8.264385107,O
California,US,8/11/2020,36.1162,-119.6816,580749,10228,,,6,1469.57563,8998353,,1.761437807,84000006,USA,22773.59338,,C
Oregon,US,8/11/2020,44.572,-122.0709,21488,357,4226,16905,41,509.4675178,450732,1798,1.661392405,84000041,USA,10686.58382,8.367460908,O
California,US,8/12/2020,36.1162,-119.6816,590988,10352,,,6,1495.484068,9186279,,1.75190684,84000006,USA,23249.20823,,C
Oregon,US,8/12/2020,44.572,-122.0709,21774,368,4226,17180,41,516.2484052,457088,1813,1.690089097,84000041,USA,10837.28075,8.326444383,O
California,US,8/13/2020,36.1162,-119.6816,599302,10595,,,6,1516.525658,9303467,,1.76815256,84000006,USA,23545.79493,,C
Oregon,US,8/13/2020,44.572,-122.0709,22022,375,4282,17365,41,522.1283356,462542,1845,1.702842612,84000041,USA,10966.5918,8.377985651,O
California,US,8/14/2020,36.1162,-119.6816,605420,10687,,,6,1532.017067,9445493,,1.765471624,84000006,USA,23905.2432,,C
Oregon,US,8/14/2020,44.572,-122.0709,22300,383,4282,17635,41,528.7195479,467263,1853,1.717488789,84000041,USA,11078.52386,8.30941704,O
California,US,8/15/2020,36.1162,-119.6816,619785,10933,,,6,1568.375437,9556598,,1.764240762,84000006,USA,24186.43466,,C
Oregon,US,8/15/2020,44.572,-122.0709,22613,385,4355,17873,41,536.1405891,473107,1863,1.702560474,84000041,USA,11217.08158,8.2386238,O
California,US,8/16/2020,36.1162,-119.6816,627442,11044,,,6,1587.756781,9681111,,1.760398369,84000006,USA,24501.55994,,C
Oregon,US,8/16/2020,44.572,-122.0709,23018,386,4355,18277,41,545.7428948,484879,1863,1.676948475,84000041,USA,11496.1886,8.093665827,O
California,US,8/17/2020,36.1162,-119.6816,633573,11067,,,6,1603.276029,9798135,,1.746988903,84000006,USA,24797.73158,,C
Oregon,US,8/17/2020,44.572,-122.0709,23262,388,4355,18519,41,551.5279876,488797,1863,1.667956324,84000041,USA,11589.08201,8.008769667,O
California,US,8/18/2020,36.1162,-119.6816,638241,11097,,,6,1615.092626,9933780,,1.738908328,84000006,USA,25141.03041,,C
Oregon,US,8/18/2020,44.572,-122.0709,23451,388,4419,18644,41,556.0090636,491217,1913,1.654513667,84000041,USA,11646.45875,8.157434651,O
California,US,8/19/2020,36.1162,-119.6816,644705,11254,,,6,1631.459713,10049039,,1.745818506,84000006,USA,25432.73508,,C
Oregon,US,8/19/2020,44.572,-122.0709,23676,397,4468,18811,41,561.3436779,496338,1929,1.676803514,84000041,USA,11767.87457,8.14749113,O
California,US,8/20/2020,36.1162,-119.6816,650697,11428,,,6,1646.632233,10140683,,1.756475736,84000006,USA,25664.67344,,C
Oregon,US,8/20/2020,44.572,-122.0709,23870,408,4468,18994,41,565.9433009,501156,1958,1.709258483,84000041,USA,11882.10645,8.202764977,O
California,US,8/21/2020,36.1162,-119.6816,656261,11560,,,6,1660.716483,10227966,,1.761695617,84000006,USA,25885.5747,,C
Oregon,US,8/21/2020,44.572,-122.0709,24165,412,4566,19187,41,572.9375729,506367,1979,1.704945169,84000041,USA,12005.65611,8.189530312,O
California,US,8/22/2020,36.1162,-119.6816,662842,11714,,,6,1677.372088,10329372,,1.767438632,84000006,USA,26142.21933,,C
Oregon,US,8/22/2020,44.572,-122.0709,24421,414,4566,19441,41,579.0071785,511321,1984,1.695262274,84000041,USA,12123.11247,8.12415544,O
California,US,8/23/2020,36.1162,-119.6816,669315,11903,,,6,1693.754361,10436352,,1.778584663,84000006,USA,26412.97099,,C
Oregon,US,8/23/2020,44.572,-122.0709,24710,417,4589,19704,41,585.8591942,516464,1984,1.68757588,84000041,USA,12245.04989,8.029138001,O
California,US,8/24/2020,36.1162,-119.6816,674329,11924,,,6,1706.451697,10541031,,1.76846514,84000006,USA,26677.89914,,C
Oregon,US,8/24/2020,44.572,-122.0709,24937,417,4589,19931,41,591.2412272,519820,1984,1.672213979,84000041,USA,12324.61863,7.956049244,O
California,US,8/25/2020,36.1162,-119.6816,678816,11972,,,6,1717.815269,10652487,,1.763838367,84000006,USA,26959.97894,,C
Oregon,US,8/25/2020,44.572,-122.0709,25155,420,4634,20101,41,596.4098757,523337,2028,1.669648181,84000041,USA,12408.00458,8.062015504,O
California,US,8/26/2020,36.1162,-119.6816,684929,12127,,,6,1733.283901,10762506,,1.770729449,84000006,USA,27238.42189,,C
Oregon,US,8/26/2020,44.572,-122.0709,25391,428,4747,20216,41,602.0052934,528009,2038,1.685636643,84000041,USA,12518.77488,8.026466071,O
California,US,8/27/2020,36.1162,-119.6816,689292,12272,,,6,1744.326053,10832757,,1.780558369,84000006,USA,27416.21751,,C
Oregon,US,8/27/2020,44.572,-122.0709,25571,433,4747,20391,41,606.2729848,532738,2063,1.693324469,84000041,USA,12630.89662,8.067732979,O
California,US,8/28/2020,36.1162,-119.6816,694728,12432,,,6,1758.083821,10918415,,1.789657644,84000006,USA,27633.00612,,C
Oregon,US,8/28/2020,44.572,-122.0709,25761,438,4789,20534,41,610.7777702,538716,2093,1.700244556,84000041,USA,12772.63139,8.124684601,O
California,US,8/29/2020,36.1162,-119.6816,699729,12542,,,6,1770.738133,11010637,,1.792590094,84000006,USA,27866.40731,,C
Oregon,US,8/29/2020,44.572,-122.0709,26054,447,4859,20748,41,617.7246234,543867,,1.71566746,84000041,USA,12894.75849,,O
California,US,8/30/2020,36.1162,-119.6816,705604,12711,,,6,1785.604419,11109630,,1.801619204,84000006,USA,28116.94498,,C
Oregon,US,8/30/2020,44.572,-122.0709,26293,454,4884,20955,41,623.3911692,548850,,1.726695318,84000041,USA,13012.90242,,O
California,US,8/31/2020,36.1162,-119.6816,709740,12737,,,6,1796.072066,11231829,,1.794782913,84000006,USA,28426.21383,,C
Oregon,US,8/31/2020,44.572,-122.0709,26554,458,4884,21212,41,629.5793218,553345,,1.724787226,84000041,USA,13119.47616,,O
California,US,9/1/2020,36.1162,-119.6816,713637,12775,,,6,1805.94243,11373305,,1.790298892,84000006,USA,28784.27012,,C
Oregon,US,9/1/2020,44.572,-122.0709,26713,459,4884,21370,41,633.3491159,557228,,1.718264515,84000041,USA,13211.53974,,O
California,US,9/2/2020,36.1162,-119.6816,717881,12922,,,6,1816.68341,11470696,,1.800192808,84000006,USA,29030.75334,,C
Oregon,US,9/2/2020,44.572,-122.0709,26946,464,4938,21544,41,638.8734053,561800,,1.721962443,84000041,USA,13319.9391,,O
California,US,9/3/2020,36.1162,-119.6816,723145,13081,,,6,1830.0084,11580370,,1.809074276,84000006,USA,29308.32315,,C
Oregon,US,9/3/2020,44.572,-122.0709,27075,468,5144,21463,41,641.9319175,566382,,1.728531856,84000041,USA,13428.57556,,O
California,US,9/4/2020,36.1162,-119.6816,728228,13256,,,6,1842.872774,11663924,,1.820479016,84000006,USA,29519.78683,,C
Oregon,US,9/4/2020,44.572,-122.0709,27336,470,5144,21722,41,648.1200701,571125,,1.719344454,84000041,USA,13541.02923,,O
California,US,9/5/2020,36.1162,-119.6816,733213,13431,,,6,1855.489123,11796970,,1.831970483,84000006,USA,29856.50795,,C
Oregon,US,9/5/2020,44.572,-122.0709,27601,475,5198,21928,41,654.4030602,576929,,1.720952139,84000041,USA,13678.63857,,O
California,US,9/6/2020,36.1162,-119.6816,738051,13539,,,6,1867.733435,11916323,,1.834595106,84000006,USA,30158.57397,,C
Oregon,US,9/6/2020,44.572,-122.0709,27856,480,5198,22178,41,660.4489564,580107,,1.723147616,84000041,USA,13753.98703,,O
California,US,9/7/2020,36.1162,-119.6816,741072,13556,,,6,1875.379171,12047191,,1.829409828,84000006,USA,30489.78287,,C
Oregon,US,9/7/2020,44.572,-122.0709,28044,481,5198,22365,41,664.906323,585425,,1.715161888,84000041,USA,13880.0736,,O
California,US,9/8/2020,36.1162,-119.6816,743640,13605,,,6,1881.880956,12158292,,1.82967913,84000006,USA,30770.96422,,C
Oregon,US,9/8/2020,44.572,-122.0709,28190,482,5198,22510,41,668.3678949,588166,,1.709826179,84000041,USA,13945.06106,,O
California,US,9/9/2020,36.1162,-119.6816,745439,13685,,,6,1886.426385,12267948,,1.836003376,84000006,USA,31048.48846,,C
Oregon,US,9/9/2020,44.572,-122.0709,28356,486,5252,22618,41,672.3036548,591499,,1.713922979,84000041,USA,14024.08448,,O
California,US,9/10/2020,36.1162,-119.6816,748874,13799,,,6,1895.112305,12343797,,1.84281271,84000006,USA,31240.45185,,C
Oregon,US,9/10/2020,44.572,-122.0709,28471,494,5277,22700,41,675.0302354,594077,,1.735098873,84000041,USA,14085.2073,,O
California,US,9/11/2020,36.1162,-119.6816,752275,13915,,,6,1903.719768,12389991,,1.849902021,84000006,USA,31357.36251,,C
Oregon,US,9/11/2020,44.572,-122.0709,28471,497,5291,22683,41,675.0302354,596988,,1.74563591,84000041,USA,14154.22536,,O
California,US,9/12/2020,36.1162,-119.6816,756539,14051,,,6,1914.511365,12451660,,1.857452946,84000006,USA,31513.43826,,C
Oregon,US,9/12/2020,44.572,-122.0709,28865,499,5310,23056,41,684.3717377,605739,,1.728737225,84000041,USA,14361.70629,,O
California,US,9/13/2020,36.1162,-119.6816,761080,14174,,,6,1926.004011,12556967,,1.862532145,84000006,USA,31779.95579,,C
Oregon,US,9/13/2020,44.572,-122.0709,29156,505,5310,23341,41,691.2711722,610104,,1.732062011,84000041,USA,14465.19781,,O
California,US,9/14/2020,36.1162,-119.6816,763930,14198,,,6,1933.222031,12690016,,1.858719999,84000006,USA,32116.6845,,C
Oregon,US,9/14/2020,44.572,-122.0709,29337,509,5310,23518,41,695.562573,612620,,1.735010396,84000041,USA,14524.85065,,O
California,US,9/15/2020,36.1162,-119.6816,766394,14243,,,6,1939.455545,12806189,,1.858618179,84000006,USA,32410.70238,,C
Oregon,US,9/15/2020,44.572,-122.0709,29337,509,5310,23518,41,695.562573,614804,,1.735010396,84000041,USA,14576.63197,,O
California,US,9/16/2020,36.1162,-119.6816,769411,14397,,,6,1947.09875,12928170,,1.871339404,84000006,USA,32719.41951,,C
Oregon,US,9/16/2020,44.572,-122.0709,29662,519,5353,23790,41,703.268127,618064,,1.749713438,84000041,USA,14653.9246,,O
California,US,9/17/2020,36.1162,-119.6816,772832,14505,,,6,1955.75683,13000522,,1.877030862,84000006,USA,32902.53246,,C
Oregon,US,9/17/2020,44.572,-122.0709,29850,521,5365,23964,41,707.7254936,621273,,1.745393635,84000041,USA,14730.00806,,O
California,US,9/18/2020,36.1162,-119.6816,776607,14618,,,6,1965.308305,13080037,,1.882460205,84000006,USA,33103.77399,,C
Oregon,US,9/18/2020,44.572,-122.0709,30060,521,5376,24163,41,712.7044669,625424,,1.733200266,84000041,USA,14828.42576,,O
California,US,9/19/2020,36.1162,-119.6816,780943,14761,,,6,1976.282124,13177186,,1.890320193,84000006,USA,33349.64474,,C
Oregon,US,9/19/2020,44.572,-122.0709,30342,521,5376,24445,41,719.3905168,629422,,1.71709182,84000041,USA,14923.21593,,O
California,US,9/20/2020,36.1162,-119.6816,785088,14873,,,6,1986.77508,13343886,,1.894603825,84000006,USA,33771.53951,,C
Oregon,US,9/20/2020,44.572,-122.0709,30599,525,5391,24683,41,725.4838317,633910,,1.715742345,84000041,USA,15029.62371,,O
California,US,9/21/2020,36.1162,-119.6816,788323,14872,,,6,1994.959889,13523158,,1.886703888,84000006,USA,34225.25227,,C
Oregon,US,9/21/2020,44.572,-122.0709,30801,526,5391,24884,41,730.2731299,636069,,1.707736762,84000041,USA,15080.81229,,O
California,US,9/22/2020,36.1162,-119.6816,791169,14899,,,6,2002.165254,13672782,,1.883327013,84000006,USA,34603.93003,,C
Oregon,US,9/22/2020,44.572,-122.0709,30995,529,5431,25035,41,734.8727529,638798,,1.706726891,84000041,USA,15145.51524,,O
California,US,9/23/2020,36.1162,-119.6816,794462,15037,,,6,2010.504446,13804055,,1.89288704,84000006,USA,34936.16393,,C
Oregon,US,9/23/2020,44.572,-122.0709,31313,532,5431,25350,41,742.412341,642581,,1.698974867,84000041,USA,15235.20789,,O
California,US,9/24/2020,36.1162,-119.6816,797828,15150,,,6,2019.023329,13879423,,1.899065008,84000006,USA,35126.90997,,C
Oregon,US,9/24/2020,44.572,-122.0709,31503,538,5475,25490,41,746.9171264,646125,,1.707773863,84000041,USA,15319.23399,,O
California,US,9/25/2020,36.1162,-119.6816,801450,15250,,,6,2028.192643,13952857,,1.902957883,84000006,USA,35312.76132,,C
Oregon,US,9/25/2020,44.572,-122.0709,31865,539,5484,25842,41,755.499928,650498,,1.691511062,84000041,USA,15422.91518,,O
California,US,9/26/2020,36.1162,-119.6816,805707,15360,,,6,2038.963993,14052247,,1.906558761,84000006,USA,35564.30373,,C
Oregon,US,9/26/2020,44.572,-122.0709,32314,542,5490,26282,41,766.1454472,662906,,1.677291576,84000041,USA,15717.10137,,O
California,US,9/27/2020,36.1162,-119.6816,809748,15434,,,6,2049.193739,14182730,,1.906180451,84000006,USA,35894.53825,,C
Oregon,US,9/27/2020,44.572,-122.0709,32581,542,5490,26549,41,772.4758561,668671,,1.663546239,84000041,USA,15853.78605,,O
California,US,9/28/2020,36.1162,-119.6816,812570,15453,,,6,2056.338364,14333498,,1.901895988,84000006,USA,36276.11132,,C
Oregon,US,9/28/2020,44.572,-122.0709,32820,543,5490,26787,41,778.142402,671490,,1.654478976,84000041,USA,15920.62284,,O
California,US,9/29/2020,36.1162,-119.6816,814881,15463,,,6,2062.202372,14484852,,1.897715084,84000006,USA,36659.16747,,C
Oregon,US,9/29/2020,44.572,-122.0709,32994,547,5490,26957,41,782.267837,675029,,1.65787719,84000041,USA,16004.53039,,O
California,US,9/30/2020,36.1162,-119.6816,818278,15653,,,6,2070.802243,14613545,,1.913055169,84000006,USA,36984.87174,,C
Oregon,US,9/30/2020,44.572,-122.0709,33291,555,5538,27198,41,789.3095278,679383,,1.667117239,84000041,USA,16107.76111,,O
California,US,10/1/2020,36.1162,-119.6816,821474,15754,,,6,2078.901002,14705202,,1.917898274,84000006,USA,37216.843,,C
Oregon,US,10/1/2020,44.572,-122.0709,33509,559,5720,27230,41,794.4781763,685873,,1.668208541,84000041,USA,16261.63509,,O
California,US,10/2/2020,36.1162,-119.6816,824977,15890,,,6,2087.774206,14771851,,1.926233383,84000006,USA,37385.52245,,C
Oregon,US,10/2/2020,44.572,-122.0709,33862,560,5738,27564,41,802.8475934,691945,,1.653771189,84000041,USA,16405.59855,,O
California,US,10/3/2020,36.1162,-119.6816,829122,15957,,,6,2098.267162,14868431,,1.924682054,84000006,USA,37629.95314,,C
Oregon,US,10/3/2020,44.572,-122.0709,34163,563,5738,27862,41,809.9841218,697293,,1.647981735,84000041,USA,16532.3964,,O
California,US,10/4/2020,36.1162,-119.6816,833379,16022,,,6,2109.046105,14998888,,1.922645383,84000006,USA,37960.12186,,C
Oregon,US,10/4/2020,44.572,-122.0709,34511,571,5752,28188,41,818.2349919,701903,,1.654544928,84000041,USA,16641.69672,,O
California,US,10/5/2020,36.1162,-119.6816,836165,16040,,,6,2116.097087,15160287,,1.918391804,84000006,USA,38368.60052,,C
Oregon,US,10/5/2020,44.572,-122.0709,34770,572,5752,28446,41,824.3757257,705436,,1.645096347,84000041,USA,16725.46202,,O
California,US,10/6/2020,36.1162,-119.6816,838017,16066,,,6,2120.789306,15301681,,1.91725012,84000006,USA,38726.44928,,C
Oregon,US,10/6/2020,44.572,-122.0709,35049,572,5826,28651,41,830.9906474,709012,,1.632000913,84000041,USA,16810.24682,,O
California,US,10/7/2020,36.1162,-119.6816,840995,16151,,,6,2128.321153,15430421,,1.920572878,84000006,USA,39052.27251,,C
Oregon,US,10/7/2020,44.572,-122.0709,35339,581,5870,28888,41,837.8663724,713398,,1.64407595,84000041,USA,16914.23624,,O
California,US,10/8/2020,36.1162,-119.6816,844897,16245,,,6,2138.188985,15556706,,1.922835641,84000006,USA,39371.88247,,C
Oregon,US,10/8/2020,44.572,-122.0709,35634,583,5870,29181,41,844.8606445,718568,,1.636077903,84000041,USA,17036.81382,,O
California,US,10/9/2020,36.1162,-119.6816,848823,16314,,,6,2148.120089,15623623,,1.922075474,84000006,USA,39541.24019,,C
Oregon,US,10/9/2020,44.572,-122.0709,36116,594,5870,29652,41,856.2885737,718568,,1.64470041,84000041,USA,17036.81382,,O
California,US,10/10/2020,36.1162,-119.6816,853028,16392,,,6,2158.764897,15736497,,1.92174223,84000006,USA,39826.90875,,C
Oregon,US,10/10/2020,44.572,-122.0709,36526,597,5870,30059,41,866.0094264,730671,,1.634452171,84000041,USA,17323.76865,,O
California,US,10/11/2020,36.1162,-119.6816,856830,16478,,,6,2168.389766,15878445,,1.923249753,84000006,USA,40186.15961,,C
Oregon,US,10/11/2020,44.572,-122.0709,36924,599,5870,30455,41,875.4457663,736598,,1.62225111,84000041,USA,17464.29424,,O
California,US,10/12/2020,36.1162,-119.6816,860204,16489,,,6,2176.931427,16047004,,1.916982308,84000006,USA,40612.75925,,C
Oregon,US,10/12/2020,44.572,-122.0709,37255,599,5870,30786,41,883.2935766,741233,,1.607837874,84000041,USA,17574.1873,,O
California,US,10/13/2020,36.1162,-119.6816,862842,16498,,,6,2183.607842,16191341,,1.91216423,84000006,USA,40978.05633,,C
Oregon,US,10/13/2020,44.572,-122.0709,37467,599,5870,30998,41,888.3199687,745255,,1.598740225,84000041,USA,17669.54649,,O
California,US,10/14/2020,36.1162,-119.6816,865716,16539,,,6,2190.876479,16333717,,1.910556521,84000006,USA,41338.3904,,C
Oregon,US,10/14/2020,44.572,-122.0709,37780,605,5870,31305,41,895.7410099,751277,,1.60137639,84000041,USA,17812.32448,,O
California,US,10/15/2020,36.1162,-119.6816,869198,16641,,,6,2199.688942,16425487,,1.914638047,84000006,USA,41570.64764,,C
Oregon,US,10/15/2020,44.572,-122.0709,38160,608,5870,31682,41,904.7505807,761552,,1.593291405,84000041,USA,18055.93853,,O
California,US,10/16/2020,36.1162,-119.6816,872482,16731,,,6,2207.990171,16517812,,1.917755775,84000006,USA,41804.30952,,C
Oregon,US,10/16/2020,44.572,-122.0709,38525,611,5870,32044,41,913.4045105,769276,,1.585983128,84000041,USA,18239.06991,,O
California,US,10/17/2020,36.1162,-119.6816,875684,16819,,,6,2216.093992,16621956,,1.920792848,84000006,USA,42067.88365,,C
Oregon,US,10/17/2020,44.572,-122.0709,38935,617,5870,32448,41,923.1253632,775189,,1.584692436,84000041,USA,18379.26357,,O
California,US,10/18/2020,36.1162,-119.6816,878707,16914,,,6,2223.749851,16756711,,1.924992005,84000006,USA,42408.93002,,C
Oregon,US,10/18/2020,44.572,-122.0709,39315,619,5870,32826,41,932.134934,781643,,1.574462673,84000041,USA,18532.28402,,O
California,US,10/19/2020,36.1162,-119.6816,882150,16909,,,6,2232.468672,16892062,,1.916907192,84000006,USA,42751.48477,,C
Oregon,US,10/19/2020,44.572,-122.0709,39532,620,5870,33042,41,937.2798731,785104,,1.568349691,84000041,USA,18614.34224,,O
California,US,10/20/2020,36.1162,-119.6816,885551,16924,,,6,2241.086258,17042408,,1.911230114,84000006,USA,43131.98981,,C
Oregon,US,10/20/2020,44.572,-122.0709,39794,627,5870,33297,41,943.491735,788509,,1.575614414,84000041,USA,18695.07274,,O
California,US,10/21/2020,36.1162,-119.6816,889429,17008,,,6,2250.908535,17189070,,1.912334829,84000006,USA,43503.17116,,C
Oregon,US,10/21/2020,44.572,-122.0709,40136,633,5870,33633,41,951.6003487,795317,,1.577137732,84000041,USA,18856.48631,,O
California,US,10/22/2020,36.1162,-119.6816,892615,17144,,,6,2258.984517,17293139,,1.920734952,84000006,USA,43766.55548,,C
Oregon,US,10/22/2020,44.572,-122.0709,40443,635,5870,33938,41,958.8791335,799935,,1.57011102,84000041,USA,18965.9763,,O
California,US,10/23/2020,36.1162,-119.6816,898986,17204,,,6,2275.106111,17358770,,1.913798953,84000006,USA,43932.65851,,C
Oregon,US,10/23/2020,44.572,-122.0709,40443,635,5870,33938,41,958.8791335,806001,,1.57011102,84000041,USA,19109.79751,,O
California,US,10/24/2020,36.1162,-119.6816,905207,17245,,,6,2290.843013,17483293,,1.905181719,84000006,USA,44247.80909,,C
Oregon,US,10/24/2020,44.572,-122.0709,41348,649,5870,34829,41,980.3361376,815201,,1.569604334,84000041,USA,19327.92396,,O
California,US,10/25/2020,36.1162,-119.6816,910455,17293,,,6,2304.124979,17609179,,1.899471777,84000006,USA,44566.40923,,C
Oregon,US,10/25/2020,44.572,-122.0709,41739,653,5870,35216,41,989.6065117,821142,,1.564484056,84000041,USA,19468.78148,,O
California,US,10/26/2020,36.1162,-119.6816,913414,17307,,,6,2311.61127,17787885,,1.894853011,84000006,USA,45018.68953,,C
Oregon,US,10/26/2020,44.572,-122.0709,42101,653,5870,35578,41,998.1893134,825250,,1.551032042,84000041,USA,19566.17968,,O
California,US,10/27/2020,36.1162,-119.6816,916805,17324,,,6,2320.193425,17982829,,1.889698503,84000006,USA,45512.06598,,C
Oregon,US,10/27/2020,44.572,-122.0709,42436,655,5870,35911,41,1006.131961,830284,,1.543500801,84000041,USA,19685.53279,,O
California,US,10/28/2020,36.1162,-119.6816,921500,17439,,,6,2332.068231,18127049,,1.89255653,84000006,USA,45877.06695,,C
Oregon,US,10/28/2020,44.572,-122.0709,42808,664,5870,36274,41,1014.951857,836995,,1.551111942,84000041,USA,19844.64655,,O
California,US,10/29/2020,36.1162,-119.6816,925881,17504,,,6,2343.15847,18223596,,1.890619701,84000006,USA,46121.41413,,C
Oregon,US,10/29/2020,44.572,-122.0709,43228,671,5870,36687,41,1024.909804,841049,,1.552234663,84000041,USA,19940.76444,,O
California,US,10/30/2020,36.1162,-119.6816,930275,17535,,,6,2354.286672,18323771,,1.885015657,84000006,USA,46374.94327,,C
Oregon,US,10/30/2020,44.572,-122.0709,43793,673,5870,37250,41,1038.305613,848795,,1.536775284,84000041,USA,20124.41743,,O
California,US,10/31/2020,36.1162,-119.6816,935588,17594,,,6,2367.743268,18444523,,1.880609012,84000006,USA,46680.54997,,C
Oregon,US,10/31/2020,44.572,-122.0709,44388,675,5870,37843,41,1052.412704,854938,,1.520681265,84000041,USA,20270.06425,,O
California,US,11/1/2020,36.1162,-119.6816,940288,17658,,,6,2379.66363,18602317,,1.877995189,84000006,USA,47079.90487,,C
Oregon,US,11/1/2020,44.572,-122.0709,44921,689,5870,38362,41,1065.049812,861949,,1.533803789,84000041,USA,20436.29084,,O
California,US,11/2/2020,36.1162,-119.6816,944499,17677,,,6,2390.331215,18743315,,1.871625764,84000006,USA,47436.75141,,C
Oregon,US,11/2/2020,44.572,-122.0709,45429,691,5870,38868,41,1077.094186,867792,,1.521054833,84000041,USA,20574.82484,,O
